Date,Market 1 Price [£/MWh],Market 2 Price [£/MWh],Transmission System Electricity Demand [MW],Wind Generation [MW],Solar Generation [MW],Coal Generation [MW],Gas Generation [MW],Market 3 Price [£/MWh]
2018-04-06 22:00:00,37.11,43.21,27020,9169.25,0.0171,0.0,8097.61413043478,47.0
2018-04-06 22:30:00,36.44,37.83,25743,8998.75,0.0149,0.0,6955.33333333333,47.0
2018-04-06 23:00:00,32.23,34.77,24738,8885.5,0.0166,0.0,6593.0,47.0
2018-04-06 23:30:00,34.04,36.32,24192,8541.75,0.00197,0.0,6657.75,47.0
2018-04-07 00:00:00,37.99,40.41,24505,8187.75,0.00378,0.0,6853.0,49.8
2018-04-07 00:30:00,39.91,45.87,25144,7959.0,0.00495,0.0,7150.5,49.8
2018-04-07 01:00:00,41.38,47.22,25042,7569.25,0.00561,0.0,7639.0,49.8
2018-04-07 01:30:00,41.96,42.37,24639,7412.5,0.00693,0.0,7641.0,49.8
2018-04-07 02:00:00,42.99,44.25,24253,6988.0,0.00517,0.0,7655.92857142857,49.8
2018-04-07 02:30:00,41.86,42.75,24070,6697.0,0.00198,0.0,7658.2,49.8
2018-04-07 03:00:00,41.04,46.08,23819,6201.5,0.00674,0.0,7695.6,49.8
2018-04-07 03:30:00,41.66,46.72,23725,5695.0,0.00696,0.0,7445.75,49.8
2018-04-07 04:00:00,43.27,49.17,23976,5320.5,0.00696,0.0,7652.37272727272,49.8
2018-04-07 04:30:00,44.71,50.17,24406,4884.5,0.00477,0.0,8156.95,49.8
2018-04-07 05:00:00,48.2,50.91,25560,4466.25,0.00477,0.0,8868.23333333333,49.8
2018-04-07 05:30:00,48.2,53.07,26278,4334.25,0.123,0.0,10062.6351851851,49.8
2018-04-07 06:00:00,44.05,46.4,27849,4018.0,20.4,0.0,12105.1666666666,49.8
2018-04-07 06:30:00,44.05,49.04,29353,3793.0,137.0,0.0,13281.1666666666,49.8
2018-04-07 07:00:00,46.61,47.24,31078,3594.5,292.0,0.0,14741.706060606,49.8
2018-04-07 07:30:00,47.51,47.57,32095,3587.75,437.0,0.25,15480.7706924315,49.8
2018-04-07 08:00:00,58.72,60.94,33111,3673.25,892.0,187.0,16203.75,49.8
2018-04-07 08:30:00,61.46,56.5,33285,3597.25,1090.0,442.833333333333,16215.25,49.8
2018-04-07 09:00:00,63.63,61.75,33340,3662.83333333333,1290.0,490.0,15912.25,49.8
2018-04-07 09:30:00,62.74,60.66,33313,3650.0,1610.0,490.0,15821.5,49.8
2018-04-07 10:00:00,58.89,57.55,33022,3472.0,2160.0,490.0,15809.4166666666,49.8
2018-04-07 10:30:00,58.95,55.46,32812,3819.91666666666,2570.0,490.0,15811.9166666666,49.8
2018-04-07 11:00:00,53.45,48.85,32427,3556.25,3240.0,490.0,15822.25,49.8
2018-04-07 11:30:00,49.39,49.78,31818,3482.25,3410.0,490.0,15824.5,49.8
2018-04-07 12:00:00,44.34,43.05,31292,3438.25,3180.0,385.0,14777.3269230769,49.8
2018-04-07 12:30:00,43.9,40.32,30701,3420.0,2960.0,350.0,14065.5,49.8
2018-04-07 13:00:00,46.3,48.11,30304,3540.25,2810.0,350.0,13678.2196969696,49.8
2018-04-07 13:30:00,44.7,41.62,30175,3451.75,2750.0,350.0,13700.0666666666,49.8
2018-04-07 14:00:00,45.66,44.88,29958,3541.25,2600.0,325.0,14204.0384615384,49.8
2018-04-07 14:30:00,45.14,50.99,30351,3248.0,2590.0,300.0,14103.0,49.8
2018-04-07 15:00:00,44.47,50.76,31074,3439.75,2200.0,300.0,14295.5,49.8
2018-04-07 15:30:00,44.93,51.19,32157,3312.75,1470.0,300.0,14983.25,49.8
2018-04-07 16:00:00,48.86,58.9,33348,3258.75,1340.0,347.5,15880.7179487179,49.8
2018-04-07 16:30:00,49.11,55.07,33835,3297.75,1050.0,490.0,16309.75,49.8
2018-04-07 17:00:00,55.05,64.8,33939,3227.5,781.0,490.0,16483.0,49.8
2018-04-07 17:30:00,53.67,59.09,34072,3222.5,527.0,490.0,16545.25,49.8
2018-04-07 18:00:00,59.63,68.83,33960,3032.75,245.0,490.0,16560.5,49.8
2018-04-07 18:30:00,56.45,63.53,34486,2896.75,80.0,490.0,16548.25,49.8
2018-04-07 19:00:00,55.28,61.21,34556,2765.75,8.15,490.0,16569.0,49.8
2018-04-07 19:30:00,55.03,61.65,33862,2867.0,0.0714,490.0,16357.8541666666,49.8
2018-04-07 20:00:00,52.06,60.57,33081,3056.33333333333,0.0,490.0,16032.4666666666,49.8
2018-04-07 20:30:00,51.06,61.02,31763,2852.25,0.0326,280.0,15135.9166666666,49.8
2018-04-07 21:00:00,51.11,51.7,30460,2819.66666666666,0.00362,75.0,14004.75,49.8
2018-04-07 21:30:00,47.9,50.41,29209,2647.75,0.0,0.0,13167.55,49.8
2018-04-07 22:00:00,49.67,53.54,27559,2580.75,0.00795,0.0,11499.0,49.8
2018-04-07 22:30:00,46.42,52.21,26290,2276.5,0.0022,0.0,11079.0,49.8
2018-04-07 23:00:00,48.64,50.29,25027,1999.0,0.00198,0.0,11086.25,49.8
2018-04-07 23:30:00,44.46,49.52,24486,1921.25,0.00396,0.0,11151.8863636363,49.8
2018-04-08 00:00:00,44.55,50.62,24430,1716.66666666666,0.00517,0.0,11231.25,53.599999999999994
2018-04-08 00:30:00,45.29,51.0,24813,1502.25,0.002,0.0,11157.6363636363,53.599999999999994
2018-04-08 01:00:00,45.98,49.4,24563,1385.5,0.00582,0.0,10961.0357142857,53.599999999999994
2018-04-08 01:30:00,45.16,50.23,24310,1389.0,0.00399,0.0,10750.5,53.599999999999994
2018-04-08 02:00:00,43.47,46.49,24069,1275.0,0.00482,0.0,10651.1666666666,53.599999999999994
2018-04-08 02:30:00,43.21,47.33,23744,1283.5,0.0072,0.0,10573.75,53.599999999999994
2018-04-08 03:00:00,43.19,49.5,23377,1164.75,0.00199,0.0,10384.5,53.599999999999994
2018-04-08 03:30:00,43.11,44.72,23159,1113.0,0.00579,0.0,10362.5,53.599999999999994
2018-04-08 04:00:00,43.35,49.3,23297,1082.25,0.0,0.0,10370.25,53.599999999999994
2018-04-08 04:30:00,42.58,47.18,23485,1083.0,0.00381,0.0,10489.5,53.599999999999994
2018-04-08 05:00:00,42.79,49.63,24062,1103.5,0.00298,0.0,10960.25,53.599999999999994
2018-04-08 05:30:00,42.83,44.13,24495,1179.5,0.00357,0.0,11211.4166666666,53.599999999999994
2018-04-08 06:00:00,47.25,53.17,25662,1148.75,9.54,0.0,11556.1775362318,53.599999999999994
2018-04-08 06:30:00,47.67,53.1,26707,1099.25,129.0,0.0,11983.303030303,53.599999999999994
2018-04-08 07:00:00,46.97,52.62,27943,1052.75,312.0,0.0,12459.5833333333,53.599999999999994
2018-04-08 07:30:00,49.24,53.46,29097,1047.25,517.0,0.25,13424.173076923,53.599999999999994
2018-04-08 08:00:00,55.35,58.31,30329,1026.75,702.0,187.0,14601.7666666666,53.599999999999994
2018-04-08 08:30:00,58.03,59.61,30997,1046.0,1000.0,442.833333333333,15134.3,53.599999999999994
2018-04-08 09:00:00,59.55,54.65,31482,1051.83333333333,1340.0,490.0,15726.25,53.599999999999994
2018-04-08 09:30:00,59.97,57.22,31766,1087.25,1620.0,490.0,16180.125,53.599999999999994
2018-04-08 10:00:00,61.59,63.35,32165,1067.0,2060.0,490.0,16395.125,53.599999999999994
2018-04-08 10:30:00,60.63,62.55,32369,1075.25,2240.0,490.0,16527.5833333333,53.599999999999994
2018-04-08 11:00:00,59.84,59.71,32514,1072.0,2480.0,490.0,16652.5833333333,53.599999999999994
2018-04-08 11:30:00,61.24,61.27,32237,1056.5,2660.0,490.0,16649.75,53.599999999999994
2018-04-08 12:00:00,53.06,48.67,32116,1050.0,2640.0,490.0,16636.75,53.599999999999994
2018-04-08 12:30:00,48.51,49.64,31870,1079.25,2890.0,490.0,16615.5,53.599999999999994
2018-04-08 13:00:00,50.01,45.92,31794,1095.75,2650.0,425.0,16337.5,53.599999999999994
2018-04-08 13:30:00,48.79,48.02,31523,1206.75,2620.0,230.0,16284.6666666666,53.599999999999994
2018-04-08 14:00:00,48.97,45.5,31694,1125.75,2670.0,230.0,16624.5833333333,53.599999999999994
2018-04-08 14:30:00,48.3,54.74,32006,1203.5,2520.0,230.0,17061.6666666666,53.599999999999994
2018-04-08 15:00:00,52.49,63.11,32561,1142.0,2170.0,230.0,17268.3,53.599999999999994
2018-04-08 15:30:00,65.82,75.26,33285,1110.0,1840.0,350.0,17814.9833333333,53.599999999999994
2018-04-08 16:00:00,69.23,79.97,33897,1098.5,1680.0,485.0,18156.25,53.599999999999994
2018-04-08 16:30:00,70.3,80.46,34242,1090.75,1360.0,490.0,18161.75,53.599999999999994
2018-04-08 17:00:00,70.33,78.67,34454,1082.5,1110.0,490.0,18175.75,53.599999999999994
2018-04-08 17:30:00,67.21,73.72,34562,1066.25,834.0,490.0,18210.8152173913,53.599999999999994
2018-04-08 18:00:00,68.26,75.01,34677,1058.75,540.0,490.0,18245.0,53.599999999999994
2018-04-08 18:30:00,68.66,74.58,34683,1051.75,228.0,490.0,18251.75,53.599999999999994
2018-04-08 19:00:00,73.96,81.33,35196,1068.75,24.5,490.0,18261.75,53.599999999999994
2018-04-08 19:30:00,70.25,81.46,34788,1058.75,0.0351,490.0,18040.0,53.599999999999994
2018-04-08 20:00:00,68.05,76.97,33915,1043.0,0.00687,490.0,17656.75,53.599999999999994
2018-04-08 20:30:00,54.93,66.01,32464,988.5,0.00398,280.0,17341.6666666666,53.599999999999994
2018-04-08 21:00:00,50.3,51.66,31007,1082.5,0.00517,75.0,16680.2878787878,53.599999999999994
2018-04-08 21:30:00,43.98,45.11,29261,1192.5,0.00366,0.0,15411.445054945,53.599999999999994
2018-04-08 22:00:00,42.41,47.2,27461,1382.66666666666,0.00222,0.0,13302.5,53.599999999999994
2018-04-08 22:30:00,42.66,48.5,26089,1488.25,0.002,0.0,12427.6388888888,53.599999999999994
2018-04-08 23:00:00,40.61,43.18,24801,1422.5,0.002,0.0,11921.75,53.599999999999994
2018-04-08 23:30:00,42.24,49.14,24328,1460.25,0.00421,0.0,11949.75,53.599999999999994
2018-04-09 00:00:00,42.29,45.16,24584,1511.25,0.00751,0.0,12243.25,59.8
2018-04-09 00:30:00,43.14,43.65,25375,1508.5,0.00866,0.0,12325.0,59.8
2018-04-09 01:00:00,42.67,45.52,25486,1426.0,0.00556,0.0,12320.5,59.8
2018-04-09 01:30:00,42.33,43.78,25159,1478.25,0.00622,0.0,12245.75,59.8
2018-04-09 02:00:00,45.39,47.4,24917,1358.5,0.00636,5.4,12500.25,59.8
2018-04-09 02:30:00,41.62,42.18,24677,1298.75,0.00556,33.75,12478.0,59.8
2018-04-09 03:00:00,41.22,45.37,24545,1303.75,0.00905,68.5,11876.6071428571,59.8
2018-04-09 03:30:00,41.7,46.18,24611,1270.75,0.00201,127.5,11706.6388888888,59.8
2018-04-09 04:00:00,42.25,48.69,25433,1264.0,0.00598,306.25,12272.75,59.8
2018-04-09 04:30:00,45.15,46.68,26698,1308.75,0.00227,801.666666666666,12829.606321839,59.8
2018-04-09 05:00:00,56.29,62.06,29221,1352.0,0.00336,1707.83333333333,14051.1416666666,59.8
2018-04-09 05:30:00,42.34,45.65,31444,1374.75,0.0738,2533.75,16309.7452380952,59.8
2018-04-09 06:00:00,53.32,56.75,34433,1446.5,17.2,3104.0,18254.5833333333,59.8
2018-04-09 06:30:00,66.27,71.99,36287,1441.75,177.0,3571.5,18643.75,59.8
2018-04-09 07:00:00,77.59,84.33,37710,1611.0,511.0,3726.75,18669.4456521739,59.8
2018-04-09 07:30:00,80.39,83.69,38133,1520.0,881.0,3935.25,18693.25,59.8
2018-04-09 08:00:00,89.27,91.88,38388,1577.25,1230.0,3979.0,18683.5,59.8
2018-04-09 08:30:00,86.62,83.51,38274,1619.75,1640.0,3979.0,18681.25,59.8
2018-04-09 09:00:00,78.32,73.35,38179,1691.0,2110.0,3979.0,18538.0,59.8
2018-04-09 09:30:00,79.09,76.25,37749,1772.75,2510.0,3979.0,18487.25,59.8
2018-04-09 10:00:00,81.66,81.06,37542,1828.0,2930.0,3979.0,18413.0,59.8
2018-04-09 10:30:00,83.04,83.65,37373,1916.25,3290.0,3979.0,18378.75,59.8
2018-04-09 11:00:00,84.17,82.73,37183,1963.25,3180.0,3979.0,18358.5,59.8
2018-04-09 11:30:00,82.73,83.74,36921,1981.0,3410.0,3979.0,18334.25,59.8
2018-04-09 12:00:00,80.72,76.74,36735,1999.5,3460.0,3979.0,18308.25,59.8
2018-04-09 12:30:00,81.57,83.35,36547,2053.75,3170.0,3979.0,18346.25,59.8
2018-04-09 13:00:00,77.81,76.39,37076,2195.25,3050.0,3979.0,18406.25,59.8
2018-04-09 13:30:00,73.06,71.24,37184,2166.5,2360.0,3979.0,18541.65,59.8
2018-04-09 14:00:00,69.3,65.5,37330,2230.5,2180.0,3979.0,18744.3333333333,59.8
2018-04-09 14:30:00,71.63,73.4,37568,2356.5,1970.0,3979.0,18918.25,59.8
2018-04-09 15:00:00,74.57,82.06,37940,2863.5,1630.0,3979.0,19171.25,59.8
2018-04-09 15:30:00,78.62,90.38,38438,2744.25,1310.0,3979.0,19264.5652173913,59.8
2018-04-09 16:00:00,79.43,89.93,39095,2981.5,881.0,3979.0,19297.5,59.8
2018-04-09 16:30:00,81.14,89.97,39283,3338.25,610.0,3979.0,19272.75,59.8
2018-04-09 17:00:00,79.67,91.25,39409,3545.0,388.0,3979.0,19242.5,59.8
2018-04-09 17:30:00,76.92,85.7,39419,3749.0,235.0,3836.5,19217.5,59.8
2018-04-09 18:00:00,56.95,65.73,39452,4246.25,122.0,3683.5,19209.5,59.8
2018-04-09 18:30:00,55.49,64.79,39547,5169.25,36.5,3286.0,19208.75,59.8
2018-04-09 19:00:00,61.17,72.48,39082,4758.75,2.33,3017.25,19211.0,59.8
2018-04-09 19:30:00,54.12,63.87,37859,5408.75,0.00213,2682.75,19158.75,59.8
2018-04-09 20:00:00,51.15,57.83,36385,5752.0,0.00195,2222.0,17074.3023809523,59.8
2018-04-09 20:30:00,51.07,62.54,34177,6118.75,0.0,1842.0,14896.2,59.8
2018-04-09 21:00:00,48.2,49.36,32146,6248.25,0.00215,1516.66666666666,13281.8333333333,59.8
2018-04-09 21:30:00,45.16,45.47,29984,7088.25,0.00397,505.0,11984.2592592592,59.8
2018-04-09 22:00:00,49.39,51.42,28054,6980.0,0.00981,0.0,9835.59285714285,59.8
2018-04-09 22:30:00,44.94,46.4,26214,7366.0,0.00639,0.0,8288.96753246753,59.8
2018-04-09 23:00:00,43.22,47.65,24902,7394.75,0.142,0.0,6932.5,59.8
2018-04-09 23:30:00,41.97,48.25,24358,7725.5,0.00806,0.0,6659.0,59.8
2018-04-10 00:00:00,42.33,45.96,24674,7814.0,0.00589,0.0,6607.5,59.2
2018-04-10 00:30:00,45.34,47.62,25361,7896.5,0.00449,0.0,7011.25,59.2
2018-04-10 01:00:00,44.82,45.44,25243,7996.75,0.00372,0.0,7085.0,59.2
2018-04-10 01:30:00,42.45,43.9,24829,8297.75,0.00207,0.0,7085.0,59.2
2018-04-10 02:00:00,43.15,45.37,24492,8244.75,0.00186,0.0,6803.75,59.2
2018-04-10 02:30:00,42.79,49.09,24088,8340.5,0.00861,0.0,6403.16666666666,59.2
2018-04-10 03:00:00,42.88,48.46,23919,8486.5,0.0047,0.0,5996.5,59.2
2018-04-10 03:30:00,41.71,45.97,23898,8659.0,0.00564,0.0,6030.03333333333,59.2
2018-04-10 04:00:00,41.97,48.42,24547,8583.25,0.00228,0.0,6408.75,59.2
2018-04-10 04:30:00,45.82,51.26,25678,8563.75,0.0,0.0,7331.54304029304,59.2
2018-04-10 05:00:00,49.65,50.41,28166,8682.0,0.0045,0.0,8382.11666666666,59.2
2018-04-10 05:30:00,42.84,45.96,30414,8774.25,0.000299,0.5,10365.0444444444,59.2
2018-04-10 06:00:00,51.64,56.25,33298,8822.0,3.96,374.0,14002.0,59.2
2018-04-10 06:30:00,52.89,59.54,35179,8724.25,47.7,864.083333333333,15405.3333333333,59.2
2018-04-10 07:00:00,52.89,56.34,36880,8570.75,158.0,989.5,15887.25,59.2
2018-04-10 07:30:00,59.42,62.03,37237,8251.0,277.0,990.0,15904.25,59.2
2018-04-10 08:00:00,65.19,68.65,37914,8435.25,467.0,990.0,15904.75,59.2
2018-04-10 08:30:00,66.66,65.33,38122,8407.75,630.0,990.0,15854.5,59.2
2018-04-10 09:00:00,68.21,63.91,38089,8201.75,793.0,990.0,15714.75,59.2
2018-04-10 09:30:00,70.14,71.85,38055,7928.25,897.0,990.0,15709.0,59.2
2018-04-10 10:00:00,69.75,65.67,38117,7689.75,1100.0,990.0,15697.25,59.2
2018-04-10 10:30:00,70.74,67.2,37861,7560.75,1210.0,990.0,15785.25,59.2
2018-04-10 11:00:00,71.78,69.29,38002,7729.5,1320.0,990.0,16055.75,59.2
2018-04-10 11:30:00,72.5,72.78,37731,7282.5,1520.0,990.0,16048.25,59.2
2018-04-10 12:00:00,67.55,68.77,37655,7262.5,1650.0,990.0,16043.75,59.2
2018-04-10 12:30:00,65.27,63.92,37113,7175.25,1930.0,990.0,16041.75,59.2
2018-04-10 13:00:00,63.57,65.41,37110,7067.5,1890.0,1425.25,16035.0,59.2
2018-04-10 13:30:00,60.32,60.85,36927,6876.75,1780.0,1487.0,15938.3333333333,59.2
2018-04-10 14:00:00,59.7,56.97,36988,6973.5,1850.0,1487.0,15629.25,59.2
2018-04-10 14:30:00,62.09,67.98,37179,7428.25,1710.0,1487.0,15661.75,59.2
2018-04-10 15:00:00,63.47,72.69,37770,7762.0,1690.0,1487.0,15963.3333333333,59.2
2018-04-10 15:30:00,64.21,72.11,38380,7220.5,1560.0,1487.0,16050.5,59.2
2018-04-10 16:00:00,70.12,79.81,38698,7555.75,1390.0,1487.0,16213.8152173913,59.2
2018-04-10 16:30:00,71.09,79.3,38832,7501.0,1120.0,1487.0,16298.0,59.2
2018-04-10 17:00:00,70.45,79.47,38865,7496.0,800.0,1487.0,16302.5,59.2
2018-04-10 17:30:00,70.22,81.26,38960,7804.5,648.0,1487.0,16297.25,59.2
2018-04-10 18:00:00,59.68,65.49,38774,7505.75,444.0,1487.0,16304.75,59.2
2018-04-10 18:30:00,59.68,66.3,38613,7654.5,161.0,1487.0,16318.0,59.2
2018-04-10 19:00:00,70.38,77.28,38865,7056.25,7.12,1487.0,16327.5,59.2
2018-04-10 19:30:00,68.2,76.84,37987,6964.25,0.00265,1487.0,16338.75,59.2
2018-04-10 20:00:00,60.79,69.8,36604,6516.25,0.0,1425.25,15852.5416666666,59.2
2018-04-10 20:30:00,54.9,64.93,34817,6405.25,0.0,728.75,15000.75,59.2
2018-04-10 21:00:00,54.24,59.29,32795,6150.0,0.0,152.5,13903.5833333333,59.2
2018-04-10 21:30:00,47.75,54.01,30671,5993.25,0.0,0.0,12537.2453703703,59.2
2018-04-10 22:00:00,54.32,54.88,28460,5727.5,0.00186,0.0,10840.0416666666,59.2
2018-04-10 22:30:00,58.21,61.03,26677,5480.25,0.00494,0.0,10202.5,59.2
2018-04-10 23:00:00,53.3,56.6,25470,5137.0,0.00207,0.0,10036.5,59.2
2018-04-10 23:30:00,47.76,51.77,24796,5021.0,0.00635,0.0,9905.5,59.2
2018-04-11 00:00:00,48.06,49.66,25098,4762.25,0.00847,0.0,9866.75,61.6
2018-04-11 00:30:00,49.09,54.61,25858,4708.75,0.00186,0.0,9997.16666666666,61.6
2018-04-11 01:00:00,48.94,49.18,25853,4617.91666666666,0.00186,0.0,10018.0,61.6
2018-04-11 01:30:00,49.51,53.88,25451,4597.75,0.00186,0.0,10018.0,61.6
2018-04-11 02:00:00,49.18,55.05,25105,4759.0,0.00634,0.0,10042.25,61.6
2018-04-11 02:30:00,49.0,50.49,24862,4776.5,0.00603,0.0,10133.0,61.6
2018-04-11 03:00:00,49.63,51.78,24766,4708.5,0.00767,0.0,10005.119047619,61.6
2018-04-11 03:30:00,49.99,53.7,24696,4746.75,0.00354,0.0,10146.7857142857,61.6
2018-04-11 04:00:00,55.52,61.2,25349,4565.5,0.0041,24.0,10472.3333333333,61.6
2018-04-11 04:30:00,56.31,58.64,26306,4568.5,0.00185,129.25,10817.9166666666,61.6
2018-04-11 05:00:00,62.38,65.43,28599,5085.0,0.00216,410.5,11683.15,61.6
2018-04-11 05:30:00,46.09,46.32,30857,4726.5,0.0101,796.5,14007.0941570881,61.6
2018-04-11 06:00:00,53.42,54.01,33820,4777.75,3.29,1136.5,17016.9166666666,61.6
2018-04-11 06:30:00,60.96,65.64,35831,5108.25,50.9,1523.66666666666,18048.2083333333,61.6
2018-04-11 07:00:00,65.89,71.73,37230,5087.25,155.0,1696.75,18376.7857142857,61.6
2018-04-11 07:30:00,69.29,72.6,37682,5064.75,311.0,1905.25,18413.5,61.6
2018-04-11 08:00:00,77.07,82.39,37944,4850.0,502.0,1937.0,18404.5,61.6
2018-04-11 08:30:00,79.23,77.92,37945,4943.5,674.0,1937.0,18360.75,61.6
2018-04-11 09:00:00,79.48,76.35,38016,4858.0,838.0,1937.0,18244.625,61.6
2018-04-11 09:30:00,77.47,73.7,38017,4918.0,1050.0,1937.0,18388.75,61.6
2018-04-11 10:00:00,74.29,76.08,38080,5926.75,1240.0,1937.0,18860.0,61.6
2018-04-11 10:30:00,73.11,74.9,38146,5613.0,1370.0,1937.0,18944.0,61.6
2018-04-11 11:00:00,73.05,73.45,38049,5891.5,1580.0,1937.0,18914.75,61.6
2018-04-11 11:30:00,72.67,72.59,37882,6154.25,1670.0,1937.0,18849.75,61.6
2018-04-11 12:00:00,66.81,63.74,37722,6095.25,1770.0,1740.5,18799.25,61.6
2018-04-11 12:30:00,67.02,66.79,37364,5943.0,1720.0,1540.83333333333,18638.75,61.6
2018-04-11 13:00:00,65.36,61.4,37260,6459.25,1780.0,1440.0,18534.0,61.6
2018-04-11 13:30:00,65.39,64.93,37076,5858.75,1710.0,1440.0,18439.25,61.6
2018-04-11 14:00:00,64.17,65.84,37067,5983.0,1690.0,1440.0,18665.25,61.6
2018-04-11 14:30:00,64.54,69.64,37238,6095.75,1620.0,1440.0,18722.5,61.6
2018-04-11 15:00:00,66.07,77.15,37461,6101.0,1440.0,1440.0,18846.0,61.6
2018-04-11 15:30:00,67.85,73.37,38151,6490.25,1230.0,1440.0,18877.75,61.6
2018-04-11 16:00:00,73.54,84.84,38763,6849.0,1000.0,1440.0,19025.5833333333,61.6
2018-04-11 16:30:00,75.19,85.49,38902,6151.25,749.0,1440.0,19062.25,61.6
2018-04-11 17:00:00,77.03,86.41,39013,6049.5,530.0,1440.0,19075.4166666666,61.6
2018-04-11 17:30:00,76.0,81.0,39159,6974.25,318.0,1440.0,19081.6666666666,61.6
2018-04-11 18:00:00,63.99,74.34,38924,6265.0,153.0,1440.0,19084.75,61.6
2018-04-11 18:30:00,65.56,74.7,38770,7124.0,43.9,1440.0,19095.1666666666,61.6
2018-04-11 19:00:00,66.84,73.16,38896,6203.5,4.41,1440.0,19097.1666666666,61.6
2018-04-11 19:30:00,65.85,73.31,37981,6255.0,0.0368,1440.0,19064.25,61.6
2018-04-11 20:00:00,62.62,73.39,36808,6086.75,0.0178,1440.0,17864.4214285714,61.6
2018-04-11 20:30:00,57.84,65.44,34824,6949.5,0.0227,1367.5,16933.625,61.6
2018-04-11 21:00:00,55.2,61.03,33014,5847.0,0.0,709.5,15996.15,61.6
2018-04-11 21:30:00,51.31,53.1,30874,5887.25,0.0,207.0,14719.9814814814,61.6
2018-04-11 22:00:00,57.91,61.08,28689,5843.5,0.00186,0.0,12271.2261904761,61.6
2018-04-11 22:30:00,59.99,63.52,27139,5946.25,0.00186,0.0,10558.3068181818,61.6
2018-04-11 23:00:00,54.34,54.99,25655,5796.5,0.00573,0.0,9771.17857142857,61.6
2018-04-11 23:30:00,53.94,54.77,25042,5665.25,0.0049,0.0,9709.92857142857,61.6
2018-04-12 00:00:00,53.0,53.72,25077,5683.5,0.00356,0.0,9883.25,62.8
2018-04-12 00:30:00,54.63,57.96,25754,5759.0,0.00367,0.0,9737.16666666666,62.8
2018-04-12 01:00:00,54.2,59.65,25812,5776.58333333333,0.0,0.0,9629.0,62.8
2018-04-12 01:30:00,53.76,56.96,25496,6422.0,0.00367,0.0,9653.75,62.8
2018-04-12 02:00:00,51.33,57.83,25249,5983.75,0.00175,0.0,9330.42857142857,62.8
2018-04-12 02:30:00,50.46,53.11,24922,6106.25,0.00628,0.0,9133.5,62.8
2018-04-12 03:00:00,48.87,55.32,24811,6309.25,0.00413,0.0,9088.44444444444,62.8
2018-04-12 03:30:00,48.28,55.01,24751,6526.75,0.00388,0.0,9173.53678160919,62.8
2018-04-12 04:00:00,48.83,50.25,25399,7206.0,0.00391,0.0,9707.77857142857,62.8
2018-04-12 04:30:00,49.54,55.12,26478,7229.0,0.00444,48.0,10260.3333333333,62.8
2018-04-12 05:00:00,58.82,62.33,28798,6955.5,0.00214,199.5,11205.175,62.8
2018-04-12 05:30:00,48.11,52.29,31172,7085.5,0.112,360.0,12568.5944041867,62.8
2018-04-12 06:00:00,51.9,57.72,34224,6769.5,12.2,450.5,16008.7753623188,62.8
2018-04-12 06:30:00,55.13,61.56,36183,6890.0,75.6,824.0,17489.9166666666,62.8
2018-04-12 07:00:00,58.92,61.58,37583,6888.25,220.0,1314.08333333333,18064.5,62.8
2018-04-12 07:30:00,64.79,64.82,37743,6999.0,377.0,1439.5,18191.625,62.8
2018-04-12 08:00:00,70.46,73.27,38106,6978.5,602.0,1440.0,18295.75,62.8
2018-04-12 08:30:00,68.57,70.26,38104,7244.0,836.0,1490.0,18242.75,62.8
2018-04-12 09:00:00,71.11,69.62,37946,6860.75,1050.0,1641.75,18086.25,62.8
2018-04-12 09:30:00,72.6,69.54,37999,6561.5,1300.0,1722.25,18071.5,62.8
2018-04-12 10:00:00,72.11,72.41,38041,6497.75,1440.0,1930.25,18153.0,62.8
2018-04-12 10:30:00,74.77,71.06,38010,6544.0,1540.0,1937.0,18277.375,62.8
2018-04-12 11:00:00,74.92,76.06,37982,6460.25,1640.0,1937.0,18397.75,62.8
2018-04-12 11:30:00,75.08,76.81,37891,6355.25,1770.0,1937.0,18426.25,62.8
2018-04-12 12:00:00,69.72,65.0,37826,6209.25,1830.0,1937.0,18426.75,62.8
2018-04-12 12:30:00,67.78,65.56,37605,6577.75,1840.0,1887.0,18468.5,62.8
2018-04-12 13:00:00,65.39,60.48,37852,6288.5,1750.0,1923.75,18701.0,62.8
2018-04-12 13:30:00,63.77,62.22,37740,6377.0,1770.0,2039.0,18978.0603448275,62.8
2018-04-12 14:00:00,62.37,64.24,37731,6352.5,1810.0,2143.5,18849.5714285714,62.8
2018-04-12 14:30:00,65.06,68.1,38005,6310.5,1530.0,2465.25,18909.6666666666,62.8
2018-04-12 15:00:00,64.47,71.38,38494,6733.0,1310.0,2601.5,19098.6785714285,62.8
2018-04-12 15:30:00,68.84,78.39,39238,6203.5,1060.0,2759.0,19104.25,62.8
2018-04-12 16:00:00,72.47,78.06,39256,6304.75,869.0,2834.0,19110.5,62.8
2018-04-12 16:30:00,72.93,84.54,39433,6376.5,700.0,2834.0,19019.75,62.8
2018-04-12 17:00:00,73.31,84.72,39652,6255.75,476.0,2834.0,18741.5,62.8
2018-04-12 17:30:00,73.17,81.65,39634,6285.0,297.0,2834.0,18748.25,62.8
2018-04-12 18:00:00,69.88,81.42,39323,6101.75,149.0,2834.0,18726.5172413793,62.8
2018-04-12 18:30:00,68.3,79.74,39272,6045.5,41.8,2834.0,18691.5,62.8
2018-04-12 19:00:00,67.98,73.37,39263,6486.5,5.63,2834.0,18700.0,62.8
